Unique ID,Batch ID,Recipe Name,Batch Start Time,Batch End Time,Duration,Dosing Accuracy,Production Line,ASA-D to Melt Tank (kg),NaOH to Melt Tank (kg),EDTA to Hold Tank (kg),EHDP to Hold Tank (kg),Betaine (kg),AOS (kg),Soap to Mixer (kg),Brine (kg),Mixture TO Mixer (kg),FC AITD (kg),FC Water (kg),DPG Dosage (kg),"Melt Temp, (max) (ｰC)",NaOH %CV (average),Average Naoh flow rate (kg/min),Batch time [min],Rework Used (kg),Average Mixture flow rate,F/C temperature,F/C temperature (Max) (ｰC),Mixture Pump speed (average) (%),Mixture Source,Total Preps Charge Time,F/C Time,Dry Time (after Mixture-Transfer to),Total mixer cycle time,Temp after FC (ｰC) (after Steam Out),Temp at end of mix time (ｰC),Temp at drop (ｰC),Mixture mixer agitator speed,Amps at end of mix time ,Load after FC (Amps) (after Steam Out),Mixer Water Addition,Mixer Air Flow In Average,Glycol Outlet Temp (ｰC),Roll Speed (RPM),Glycol Flow  (mｳ/h),Glycol Valve Output (%),Free fatty acid,Active,Approved,Speed (rpm)+D56,Average Head Pressure (bar),Color L,Color A,Color B,pH,Moisture
2817,A2-08,Recipe_A,2019-01-22 06:18:05,2019-01-22 10:37:00,258.92,1.24,LINE_2,485.5,37.67,2.02,1.38,331.9,,345.37,,2970.0,206.6,237.6,,120.61,20.81,4.78,62.18,-11.0,137.51,199.82,220.3,47.61,A1_STRIPPER_OUT,8.95,21.85,72.95,116.83,110.21,116.74,114.12,85.0,115.96,115.27,0.0,10.15,13.48,-4.37,3.17,45.93,,27.78,YES,26.54,4.46,5.73,88.09,-1190.0,4.747,6.94
2818,A2-09,Recipe_A,2019-01-22 07:20:17,2019-01-22 12:25:24,305.12,0.76,LINE_2,488.0,37.65,2.04,1.37,328.82,,344.99,,2960.0,205.4,241.0,,119.27,20.36,4.79,103.72,355.0,128.7,197.57,223.3,41.13,A1_STRIPPER_OUT,12.68,23.33,12.65,63.9,113.71,117.13,115.8,85.0,118.35,112.38,0.0,10.15,22.59,-4.92,3.17,45.93,,26.86,YES,26.33,6.52,5.28,88.24,-1260.0,4.874,7.07
2819,A2-10,Recipe_A,2019-01-22 09:04:00,2019-01-22 13:49:07,285.12,0.85,LINE_2,493.5,37.68,2.06,1.37,332.0,,345.12,,3010.0,209.0,224.3,,119.46,20.73,4.78,166.25,338.5,165.06,200.23,216.49,54.61,A2_STRIPPER_OUT,10.07,18.3,12.63,67.73,114.63,116.89,113.1,85.0,119.08,110.25,0.0,7.12,14.91,-3.12,3.17,45.81,,26.65,YES,27.46,3.44,5.42,88.03,-1180.0,4.831,7.07
2820,A2-11,Recipe_A,2019-01-22 12:09:20,2019-01-22 15:32:37,203.28,0.84,LINE_2,492.0,37.69,2.17,1.37,328.6,,345.06,,3005.0,208.2,225.4,,119.92,19.28,4.8,61.47,357.0,128.77,200.34,222.71,41.9,A1_STRIPPER_OUT,10.08,23.68,13.25,61.33,114.0,117.32,116.3,85.0,120.93,113.63,0.0,10.66,18.71,-4.42,3.17,45.91,,26.92,YES,28.02,4.51,5.57,88.34,-1270.0,4.835,7.44
2821,A2-12,Recipe_A,2019-01-22 14:28:16,2019-01-22 16:56:34,148.3,0.83,LINE_2,490.0,37.78,2.18,1.37,325.52,,345.18,,2982.0,207.2,227.6,,119.04,19.24,4.79,58.63,358.5,145.84,199.78,220.59,46.17,A2_STRIPPER_OUT,10.2,20.55,12.65,62.18,113.52,116.89,115.72,85.0,111.5,108.4,0.0,9.68,20.98,-3.29,3.17,45.81,,26.29,YES,29.27,0.0,5.51,88.59,-1490.0,4.865,7.07
2822,A2-13,Recipe_A,2019-01-22 15:39:33,2019-01-22 18:35:49,176.27,1.15,LINE_2,487.0,37.67,2.01,1.37,323.07,,345.06,,2985.0,207.0,228.2,,117.78,18.94,4.79,60.55,358.5,108.39,201.31,223.36,33.97,A1_STRIPPER_OUT,10.18,27.83,12.62,66.53,114.34,116.79,115.27,85.0,118.31,109.98,0.0,10.07,21.81,-4.52,3.17,45.92,,26.89,YES,28.85,6.16,5.82,89.26,-1000.0,4.908,7.67
2823,A2-14,Recipe_A,2019-01-22 17:10:21,2019-01-22 20:03:33,173.2,0.9,LINE_2,490.0,37.76,2.16,1.37,321.95,,345.99,,3018.0,209.2,229.2,,119.06,19.16,4.79,58.85,343.5,166.95,198.69,219.08,55.17,A2_STRIPPER_OUT,10.12,18.27,13.08,59.08,111.89,116.98,116.96,85.0,112.47,113.15,0.0,9.2,14.17,-3.0,3.17,45.78,,27.4,YES,27.27,2.52,6.18,89.28,-1090.0,4.748,6.94
2824,A2-15,Recipe_A,2019-01-22 18:21:15,2019-01-22 21:39:40,198.42,0.91,LINE_2,487.5,37.63,2.16,1.37,322.45,,344.87,,2990.0,207.2,222.5,,118.71,19.81,4.79,93.42,347.5,123.8,202.28,225.02,38.89,A1_STRIPPER_OUT,10.13,24.62,14.45,63.58,113.95,117.03,115.42,85.0,117.3,112.28,0.0,10.16,28.06,-4.64,3.17,45.92,,27.28,YES,26.29,6.04,5.72,89.56,-1000.0,4.836,7.05
2825,A2-01,Recipe_A,2019-01-22 20:50:30,2019-01-22 23:11:50,141.33,0.91,LINE_2,493.0,37.76,2.17,1.37,323.62,,345.37,,3002.0,207.6,218.0,,119.43,20.58,4.79,60.18,351.0,166.25,194.79,213.49,53.91,A2_STRIPPER_OUT,10.63,18.15,13.2,55.4,113.33,117.46,116.68,85.0,115.81,112.21,0.0,10.37,26.6,-4.64,3.17,46.04,,27.13,YES,29.37,0.0,5.75,88.56,-1110.0,4.776,7.02
2826,A2-02,Recipe_A,2019-01-22 22:22:38,2019-01-23 00:47:08,144.5,0.65,LINE_2,490.0,37.71,2.04,1.37,329.17,,345.31,,3010.0,208.8,217.1,,118.64,21.25,4.77,52.65,346.0,130.93,191.05,223.79,40.92,A1_STRIPPER_OUT,10.05,23.32,12.62,67.25,112.27,117.08,116.84,85.0,116.02,111.13,0.0,9.7,19.57,-4.87,3.17,46.02,,27.16,YES,27.56,5.77,5.7,88.56,-1080.0,4.775,7.05
2827,A2-03,Recipe_A,2019-01-22 23:21:41,2019-01-23 02:37:45,196.07,0.27,LINE_2,491.0,37.77,2.09,1.36,324.33,,344.81,,3012.0,208.6,227.1,,118.92,20.52,4.78,63.67,352.5,166.86,203.35,218.34,54.79,A2_STRIPPER_OUT,9.9,18.15,18.07,57.9,112.9,117.22,115.34,85.0,115.17,111.5,0.0,10.17,24.88,-4.73,3.17,46.05,,27.86,YES,29.19,6.18,6.35,88.08,-1010.0,4.732,7.04
2828,A2-04,Recipe_A,2019-01-23 00:25:21,2019-01-23 04:09:28,224.12,0.69,LINE_2,490.5,37.73,2.03,1.36,326.05,,345.87,,3025.0,209.8,217.7,,119.4,21.42,4.78,100.23,350.0,148.91,188.42,220.33,46.47,A1_STRIPPER_OUT,9.97,20.62,12.58,57.37,112.46,117.22,116.9,85.0,119.58,115.79,0.0,9.45,25.17,-4.68,3.17,45.85,,27.03,YES,27.07,5.91,6.3,88.17,-1010.0,4.658,6.98
2829,A2-05,Recipe_A,2019-01-23 02:05:35,2019-01-23 06:19:04,253.48,1.01,LINE_2,489.5,37.71,2.04,1.36,328.47,,,,2970.0,205.4,227.2,,118.83,21.57,4.78,94.53,347.5,145.63,200.73,219.66,47.34,A2_STRIPPER_OUT,51.18,20.58,12.62,99.48,112.56,117.08,115.83,85.0,114.26,111.86,0.0,9.8,15.86,-4.96,3.17,45.98,,26.99,YES,25.73,4.09,5.3,88.3,-1260.0,4.822,7.12
2830,A2-06,Recipe_A,2019-01-23 03:40:07,2019-01-23 08:54:16,314.15,0.41,LINE_2,488.0,37.65,2.09,1.36,323.1,,345.12,,2945.0,204.2,221.8,,118.88,21.0,4.78,148.58,351.0,167.35,191.92,215.6,51.41,A1_STRIPPER_OUT,10.05,17.9,12.62,56.65,110.73,117.65,116.2,85.0,117.88,114.94,0.0,9.55,17.31,-4.84,3.17,46.14,,26.39,YES,25.4,4.85,4.94,88.01,-1370.0,4.878,7.12
2831,A2-07,Recipe_A,2019-01-23 08:34:39,2019-01-23 11:00:33,145.9,0.45,LINE_2,489.5,37.67,2.13,1.36,329.57,,345.74,,2956.0,204.4,226.4,,118.98,21.87,4.78,76.38,342.5,165.06,195.25,216.68,54.68,A2_STRIPPER_OUT,10.42,17.98,12.73,63.62,111.45,117.03,115.1,85.0,113.23,111.53,0.0,8.03,20.98,-5.18,3.17,46.19,,26.81,YES,23.45,4.3,5.32,88.85,-1250.0,4.841,7.11
2832,A2-08,Recipe_A,2019-01-23 10:34:23,2019-01-23 13:20:25,166.03,0.26,LINE_2,488.0,37.65,2.11,1.36,328.38,,344.81,,2970.0,205.6,240.1,,119.38,22.11,4.94,74.33,356.5,144.18,194.06,221.52,45.0,A1_STRIPPER_OUT,10.33,20.9,12.72,60.6,112.85,116.89,115.49,85.0,117.43,113.12,0.0,9.61,26.71,-4.73,3.17,46.19,,27.42,YES,25.3,4.94,5.61,88.04,-1460.0,4.83,7.1
2833,A2-09,Recipe_A,2019-01-23 12:31:10,2019-01-23 15:37:13,186.05,0.32,LINE_2,487.5,37.68,2.12,1.36,328.87,,345.06,,3066.0,211.8,217.0,,119.26,20.14,4.79,81.65,344.0,165.53,189.8,211.35,54.79,A2_STRIPPER_OUT,10.27,18.57,12.93,57.32,113.38,117.27,115.88,85.0,115.96,111.44,0.0,10.41,19.03,-4.45,3.17,46.18,,26.93,YES,24.47,3.24,5.41,88.67,-1330.0,4.891,7.07
2834,A2-10,Recipe_A,2019-01-23 15:44:13,2019-01-23 18:07:27,143.23,0.66,LINE_2,489.0,37.72,2.15,1.36,323.5,,345.56,,3000.0,207.6,227.2,,119.36,19.15,4.8,62.22,349.0,132.33,197.53,221.3,41.52,A1_STRIPPER_OUT,10.52,23.05,12.63,62.27,113.67,117.27,115.21,85.0,119.1,116.42,0.0,9.73,22.12,-4.88,3.17,45.98,,26.95,YES,27.06,4.77,5.33,89.79,-1320.0,4.82,7.15
2835,A2-11,Recipe_A,2019-01-23 18:31:40,2019-01-23 21:07:15,155.58,0.45,LINE_2,493.0,37.66,2.08,1.36,330.45,,344.93,,3010.0,208.4,226.1,,119.33,21.28,4.96,64.55,352.5,166.18,191.34,214.65,54.22,A2_STRIPPER_OUT,10.4,18.18,14.17,57.9,111.41,116.98,115.41,85.0,114.78,112.19,0.0,10.67,24.32,-5.4,3.17,46.13,,26.77,YES,23.44,4.94,5.65,88.9,-1230.0,4.879,7.0
2836,A2-01,Recipe_A,2019-01-23 21:02:38,2019-01-23 23:36:28,153.83,0.54,LINE_2,488.0,37.79,2.05,1.36,327.08,,345.31,,3005.0,207.6,213.5,,119.12,20.84,4.78,63.38,344.0,128.24,190.24,220.38,41.38,A1_STRIPPER_OUT,10.32,23.73,12.63,60.83,113.57,117.17,116.09,85.0,120.65,113.14,0.0,10.44,23.03,-5.26,3.17,46.33,,27.21,YES,24.15,4.14,5.44,89.01,-1210.0,4.845,7.03
2837,A2-02,Recipe_A,2019-01-23 22:44:24,2019-01-24 01:24:26,160.03,0.48,LINE_2,491.5,37.69,2.06,1.36,326.42,,344.81,,2986.0,207.0,218.5,,123.28,21.16,4.79,56.27,348.0,166.64,195.32,213.8,54.43,A2_STRIPPER_OUT,10.3,18.03,13.43,58.23,112.27,116.98,115.48,85.0,116.02,111.54,0.0,9.97,21.53,-4.19,3.17,46.06,,27.4,YES,28.09,6.33,5.69,88.37,-1360.0,4.771,7.04
2838,A2-03,Recipe_A,2019-01-24 00:27:55,2019-01-24 03:18:21,170.43,0.5,LINE_2,490.0,37.71,2.06,1.36,324.77,,345.12,,3020.0,209.4,205.4,,119.27,22.92,4.79,56.45,346.0,144.4,189.48,221.25,44.23,A1_STRIPPER_OUT,10.1,21.18,12.63,56.72,113.38,116.89,116.64,85.0,122.1,114.24,0.0,10.09,21.91,-4.25,3.17,46.06,,26.7,YES,27.54,5.41,5.75,88.52,-1040.0,4.815,6.97
2839,A2-04,Recipe_A,2019-01-24 02:05:34,2019-01-24 04:49:21,163.78,0.97,LINE_2,489.5,37.65,2.01,1.36,329.4,,345.74,,3014.0,208.4,227.2,,119.5,22.41,4.75,56.08,359.5,165.25,201.79,216.14,53.62,A2_STRIPPER_OUT,13.32,18.32,12.65,67.63,113.57,116.89,115.89,85.0,117.44,112.52,0.0,10.3,23.57,-4.47,3.17,46.03,,26.81,YES,28.58,5.1,5.45,88.58,-1100.0,4.803999999999999,7.06
2840,A2-05,Recipe_A,2019-01-24 03:45:06,2019-01-24 06:12:26,147.33,0.42,LINE_2,489.0,37.74,2.14,1.36,328.13,,344.93,,3010.0,208.4,217.3,,118.92,22.44,4.77,59.12,352.5,167.72,191.95,215.47,51.23,A1_STRIPPER_OUT,10.43,18.22,12.6,70.48,112.27,117.41,115.48,85.0,118.73,117.06,0.0,8.59,24.61,-4.76,3.17,46.12,,26.81,YES,27.13,5.1,5.84,90.56,-1090.0,4.815,7.05
2841,A2-06,Recipe_A,2019-01-24 04:47:35,2019-01-24 07:40:48,173.22,0.62,LINE_2,490.0,37.76,2.05,1.36,324.13,,345.12,,3002.0,207.8,218.1,,119.35,21.87,4.77,66.68,347.0,166.33,195.86,215.96,53.97,A2_STRIPPER_OUT,10.62,18.13,13.07,57.75,112.18,117.17,116.39,85.0,115.22,110.12,0.0,10.59,25.7,-4.55,3.17,46.42,,26.94,YES,27.21,5.44,5.26,88.87,-1030.0,4.8839999999999995,7.14
2842,A2-07,Recipe_A,2019-01-24 06:40:04,2019-01-24 09:29:08,169.07,0.62,LINE_2,490.5,37.69,2.05,1.36,324.7,,345.12,,2990.0,207.0,230.4,,118.59,21.84,4.77,64.9,353.5,124.72,197.66,221.23,40.67,A1_STRIPPER_OUT,10.28,24.37,12.63,59.28,113.09,116.89,116.34,85.0,118.37,114.99,0.0,11.25,21.39,-4.21,3.17,46.12,,27.07,YES,27.88,5.11,5.26,88.42,-1220.0,4.8389999999999995,7.04
2843,A2-08,Recipe_A,2019-01-24 08:22:22,2019-01-24 11:01:32,159.17,1.04,LINE_2,495.5,37.8,2.03,1.36,322.05,,345.31,,2956.0,204.8,229.3,,118.8,22.18,4.78,61.38,344.0,166.13,200.49,219.09,53.52,A2_STRIPPER_OUT,10.28,17.85,12.58,70.63,112.27,116.98,115.94,85.0,111.11,110.31,0.0,9.78,22.45,-4.84,3.17,46.2,,26.3,YES,26.84,5.48,5.37,88.68,-1210.0,4.89,7.06
2844,A2-09,Recipe_A,2019-01-24 10:14:19,2019-01-24 13:16:17,181.97,0.69,LINE_2,491.5,37.75,2.05,1.37,324.65,,345.74,,2960.0,205.2,223.8,,119.59,22.09,4.98,80.35,350.0,110.66,201.74,222.12,35.1,A1_STRIPPER_OUT,10.52,26.78,12.6,84.1,112.03,117.03,115.24,85.0,118.53,114.87,0.0,8.95,21.24,-4.44,3.17,46.06,,26.88,YES,27.0,5.28,5.11,88.54,-1350.0,4.875,7.11
2845,A2-10,Recipe_A,2019-01-24 12:01:59,2019-01-24 15:15:35,193.6,0.58,LINE_2,488.5,37.6,2.15,1.36,325.73,,344.81,,2996.0,207.6,224.3,,119.0,21.75,4.98,116.15,350.5,163.45,199.53,216.52,55.63,A2_STRIPPER_OUT,10.27,18.43,12.63,56.22,112.85,117.56,116.33,85.0,116.91,115.45,0.0,10.55,20.85,-4.29,3.17,45.92,,26.95,YES,28.71,6.47,5.81,89.26,-1330.0,4.783,7.02
2846,A2-11,Recipe_A,2019-01-24 14:16:15,2019-01-24 18:48:01,271.77,23.14,LINE_2,491.0,37.75,2.14,1.36,324.2,,,,2975.0,206.6,219.3,,123.87,20.72,4.79,61.33,353.5,166.63,185.22,217.62,54.33,A1_STRIPPER_OUT,61.47,18.17,12.62,107.52,116.79,117.56,116.59,85.0,129.75,120.77,0.0,9.13,22.03,-4.89,3.17,46.48,,27.56,YES,23.3,5.96,5.04,88.35,-1230.0,4.787,7.05
2847,A2-12,Recipe_A,2019-01-24 16:31:15,2019-01-24 21:46:32,315.28,15.23,LINE_2,488.0,37.65,2.04,1.36,328.23,,,,2952.0,203.2,240.1,,123.86,21.93,4.78,129.33,354.5,158.85,196.32,214.67,55.31,A2_STRIPPER_OUT,101.17,18.68,12.63,148.07,111.65,117.03,115.99,85.0,115.96,116.77,0.0,9.59,20.8,-4.26,3.17,46.16,,26.16,YES,23.28,5.9,5.72,88.58,-1000.0,4.852,7.1
2848,A2-13,Recipe_A,2019-01-24 19:18:40,2019-01-24 23:24:19,245.65,0.39,LINE_2,493.0,37.67,2.12,1.36,329.58,,,,2930.0,202.8,238.0,,119.13,22.32,4.78,115.37,342.5,158.1,200.81,219.87,52.42,A1_STRIPPER_OUT,10.42,18.73,13.23,62.0,112.46,117.08,115.53,85.0,123.6,120.92,0.0,9.43,22.69,2.17,3.17,45.85,,27.85,YES,23.35,4.29,5.61,88.63,-1040.0,4.688,7.09
2849,A2-02,Recipe_A,2019-01-24 22:26:55,2019-01-25 02:57:29,270.57,0.38,LINE_2,489.5,37.73,2.07,1.36,324.53,,,,2972.0,205.6,217.8,,119.0,22.76,4.78,52.93,347.5,156.36,196.44,216.18,55.14,A2_STRIPPER_OUT,39.62,19.08,12.68,89.22,112.7,117.32,116.26,85.0,117.16,111.96,0.0,10.38,12.89,-3.74,3.17,45.96,,27.99,YES,24.99,4.33,5.6,90.01,-1070.0,4.665,6.99
2850,A2-03,Recipe_A,2019-01-25 02:13:36,2019-01-25 04:27:28,133.87,0.9,LINE_2,489.0,37.65,2.01,1.36,325.77,,344.93,,2945.0,204.2,222.0,,117.79,22.67,4.77,58.13,346.5,123.89,196.39,220.7,38.47,A1_STRIPPER_OUT,18.07,24.12,15.58,71.82,112.99,116.93,115.36,85.0,121.36,118.61,0.0,10.23,12.13,-4.65,2.97,45.99,,27.98,YES,22.95,2.73,5.9,90.18,-1060.0,4.617,7.03
2851,A2-04,Recipe_A,2019-01-25 03:34:45,2019-01-25 05:58:40,143.92,0.99,LINE_2,492.5,37.71,1.99,1.36,326.93,,344.87,,2980.0,206.2,227.8,,119.26,23.45,4.77,62.95,353.0,164.7,197.92,217.4,54.26,A2_STRIPPER_OUT,10.32,18.17,12.95,58.78,112.42,117.27,115.67,85.0,115.39,114.66,0.0,9.64,25.23,-2.07,2.97,45.93,,26.9,YES,26.65,5.81,5.24,88.24,-1070.0,4.8069999999999995,7.14
2852,A2-05,Recipe_A,2019-01-25 04:37:43,2019-01-25 07:46:46,189.05,0.82,LINE_2,494.5,37.57,2.16,1.36,327.88,,345.18,,2950.0,204.6,220.8,,119.31,22.26,4.76,71.1,345.0,166.94,199.83,219.75,51.58,A1_STRIPPER_OUT,10.2,17.9,12.9,53.7,112.22,117.61,117.13,85.0,118.53,112.0,0.0,10.9,26.58,-1.68,2.97,45.92,,26.65,YES,27.43,5.87,5.04,88.19,-1250.0,4.893,7.14
2853,B1-06,Recipe_A,2019-01-25 05:51:43,2019-01-25 09:26:11,214.47,0.13,LINE_2,490.0,37.72,2.1,1.36,328.05,,345.24,,2974.0,205.6,218.0,,118.51,24.96,4.75,92.77,360.5,165.1,197.27,212.38,53.67,A2_STRIPPER_OUT,10.22,18.12,14.67,56.77,111.98,117.41,116.09,85.0,114.6,110.36,0.0,10.74,13.46,0.36,2.97,46.02,,27.16,YES,24.31,2.64,5.25,88.89,-1080.0,4.882,7.15
2854,A2-07,Recipe_A,2019-01-25 08:12:23,2019-01-25 11:55:16,222.88,1.0,LINE_2,494.0,37.68,2.2,1.36,325.92,,345.18,,2965.0,205.4,212.1,,118.39,22.09,4.78,65.85,354.5,168.56,184.55,212.7,51.58,A1_STRIPPER_OUT,10.27,17.92,12.9,53.62,114.05,117.08,116.54,85.0,118.7,113.43,0.0,10.06,26.78,-5.44,2.97,46.1,,26.66,YES,26.12,5.23,4.66,88.78,-1170.0,4.877,7.09
2855,A2-08,Recipe_A,2019-01-25 10:55:12,2019-01-25 13:53:55,178.72,0.21,LINE_2,491.5,37.72,2.09,1.36,328.33,,344.81,,2958.0,204.2,217.9,,117.41,22.36,4.76,59.75,352.0,165.9,185.02,214.68,54.15,A2_STRIPPER_OUT,10.37,17.87,12.82,57.88,112.32,117.46,115.69,85.0,114.56,110.18,0.0,9.64,22.07,-4.44,2.97,46.05,,26.75,YES,26.71,4.46,5.29,88.75,-1190.0,4.921,7.1
2856,A2-09,Recipe_A,2019-01-25 14:58:47,2019-01-25 17:58:30,179.72,0.28,LINE_2,489.0,37.77,2.08,1.36,325.83,,344.81,,2945.0,203.8,219.3,,116.42,22.01,4.78,57.0,347.0,168.47,188.85,214.84,52.42,A1_STRIPPER_OUT,14.53,17.78,13.32,61.18,114.92,116.16,115.76,85.0,124.45,118.28,0.0,9.95,25.27,-5.33,2.97,43.42,,26.21,YES,21.47,4.92,5.01,88.37,-1340.0,4.829,7.06
2857,A2-10,Recipe_A,2019-01-25 18:13:44,2019-01-25 20:28:40,134.93,0.41,LINE_2,488.0,37.72,2.06,1.36,327.08,,345.12,,2978.0,206.6,219.0,,116.64,25.14,4.76,69.63,353.5,167.24,160.07,197.38,53.42,A2_STRIPPER_OUT,10.33,17.93,12.97,57.5,111.21,117.13,115.85,85.0,112.32,111.13,0.0,10.51,27.82,-4.64,3.17,42.0,,26.21,YES,23.85,5.95,5.09,89.21,-1050.0,4.91,7.09
2858,A2-01,Recipe_A,2019-01-25 20:40:37,2019-01-25 23:02:50,142.22,0.29,LINE_2,486.0,37.63,2.09,1.36,326.93,,344.87,,2970.0,206.0,225.2,,118.04,26.67,4.75,62.85,349.0,146.23,194.64,222.15,44.66,A1_STRIPPER_OUT,10.07,20.6,12.65,55.35,112.51,117.08,116.61,85.0,118.71,112.58,,10.57,25.23,-4.64,3.17,41.47,,27.5,YES,25.37,5.0,5.42,88.16,-1260.0,4.918,7.11
2859,A2-02,Recipe_A,2019-01-25 21:43:28,2019-01-26 00:10:23,146.92,0.97,LINE_2,487.5,37.77,2.02,1.36,323.33,,344.99,,3012.0,209.2,223.8,,117.88,25.39,4.75,65.27,343.5,166.75,198.03,216.24,53.56,A2_STRIPPER_OUT,9.77,18.22,12.6,55.27,112.99,116.93,115.05,85.0,116.17,113.08,,10.0,22.64,-2.62,3.17,41.65,,27.51,YES,26.19,5.01,5.37,89.76,-1350.0,4.922,7.1
2860,A2-03,Recipe_A,2019-01-25 22:48:45,2019-01-26 02:20:36,211.85,0.51,LINE_2,487.0,37.64,2.06,1.36,327.17,,345.12,,2965.0,205.6,187.5,,122.88,24.67,4.75,124.85,349.5,168.49,189.47,217.69,49.96,A1_STRIPPER_OUT,9.75,17.9,13.05,62.97,109.63,117.56,116.93,85.0,117.78,115.14,,10.34,30.32,-4.25,3.17,41.81,,27.74,YES,27.17,6.52,5.63,89.4,-1240.0,4.9319999999999995,7.04
2861,A2-04,Recipe_A,2019-01-26 00:53:36,2019-01-26 03:24:17,150.68,0.51,LINE_2,489.5,37.6,2.13,1.36,323.23,,345.12,,2976.0,206.2,218.3,,117.12,23.96,4.76,64.32,347.5,166.28,193.14,215.04,53.91,A2_STRIPPER_OUT,9.7,18.0,12.93,56.35,112.56,117.22,115.49,85.0,114.6,109.86,,9.67,27.77,-4.68,3.17,41.79,,27.53,YES,28.46,6.83,5.42,89.91,-1230.0,4.938,7.12
2862,A2-05,Recipe_A,2019-01-26 01:57:55,2019-01-26 05:03:38,185.72,0.68,LINE_2,488.0,37.66,2.03,1.36,326.73,,345.06,,2945.0,204.2,218.0,,117.7,23.82,4.77,63.48,348.0,126.62,193.77,222.12,40.31,A1_STRIPPER_OUT,9.83,23.62,12.58,62.8,112.32,117.03,116.87,85.0,117.13,113.04,,10.44,25.56,-5.02,3.17,41.76,,27.49,YES,27.88,0.0,5.6,88.73,-1080.0,4.763,6.97
2863,A2-06,Recipe_A,2019-01-26 03:01:24,2019-01-26 07:47:38,286.23,0.43,LINE_2,491.5,37.69,2.06,1.36,327.8,,345.18,,2900.0,200.8,218.0,,117.79,23.57,4.76,94.38,347.5,166.18,136.07,152.29,54.09,A2_STRIPPER_OUT,9.82,17.55,12.62,53.05,111.41,117.17,116.35,85.0,112.66,111.0,,10.56,18.34,-4.85,3.17,43.21,,26.87,YES,24.38,0.0,6.18,88.01,-1110.0,4.637,7.0
2864,A2-07,Recipe_A,2019-01-26 07:29:44,2019-01-26 09:40:29,130.75,1.02,LINE_2,492.0,37.72,2.02,1.36,332.38,,344.93,,2900.0,201.0,213.0,,121.95,24.15,4.77,67.88,346.5,167.22,189.77,214.52,51.44,A1_STRIPPER_OUT,10.27,17.62,12.67,58.37,110.73,117.61,116.12,85.0,120.28,116.39,,9.2,18.53,-4.63,3.17,41.67,,27.35,YES,24.09,4.95,4.96,88.45,-1150.0,4.871,7.08
2865,A2-08,Recipe_A,2019-01-26 08:43:32,2019-01-26 11:25:20,161.8,0.21,LINE_2,489.0,37.77,2.09,1.36,327.92,,345.12,,2952.0,204.6,221.3,,121.24,24.76,4.95,85.42,344.5,164.93,194.82,215.37,54.34,A2_STRIPPER_OUT,10.03,17.95,16.97,66.23,112.7,117.22,117.76,85.0,119.76,112.92,,7.94,21.43,-4.82,3.17,41.52,,26.47,YES,21.72,3.83,5.07,88.04,-1000.0,4.848,7.1
2866,A2-09,Recipe_A,2019-01-26 11:01:48,2019-01-26 13:20:44,138.93,0.6,LINE_2,493.0,37.78,2.06,1.36,328.87,,345.68,,2935.0,203.0,212.9,,117.79,23.3,4.78,58.35,348.5,167.43,177.29,216.71,53.08,A1_STRIPPER_OUT,9.9,17.85,13.85,53.7,112.08,117.75,117.14,85.0,116.94,114.57,,10.25,26.23,-5.32,2.97,42.3,,27.09,YES,27.35,5.96,5.71,89.14,-1420.0,4.746,6.99
2867,A2-10,Recipe_A,2019-01-26 12:55:07,2019-01-26 15:27:54,152.78,0.15,LINE_2,489.0,37.73,2.1,1.36,327.85,,344.87,,2922.0,202.8,227.3,,117.68,22.35,4.76,56.48,349.5,166.11,194.72,217.4,53.57,A2_STRIPPER_OUT,9.92,17.7,15.95,58.67,111.65,117.08,115.45,85.0,111.95,109.62,,10.09,16.89,-4.78,2.97,40.64,,25.45,YES,23.06,0.0,5.62,88.38,-1460.0,4.894,7.09
2868,A2-11,Recipe_A,2019-01-26 16:09:23,2019-01-26 18:58:04,168.68,0.89,LINE_2,492.5,37.65,2.18,1.36,328.48,,345.68,,2900.0,200.8,215.6,,118.44,22.09,4.78,70.05,350.0,147.51,181.84,220.92,47.75,A1_STRIPPER_OUT,12.25,20.07,14.18,61.45,114.19,116.93,115.41,85.0,121.28,116.11,,8.87,26.23,-5.16,2.97,40.74,,26.41,YES,21.73,4.95,6.15,89.24,-1310.0,4.805,6.96
2869,A2-12,Recipe_A,2019-01-26 18:44:10,2019-01-26 21:32:04,167.9,0.63,LINE_2,492.5,37.64,2.05,1.36,329.02,,345.12,,2954.0,205.2,218.1,,118.63,22.94,4.78,77.78,345.0,125.88,173.13,215.26,45.21,A2_STRIPPER_OUT,10.92,23.58,14.7,65.57,110.54,117.08,115.07,85.0,118.58,114.0,,9.49,25.51,-5.21,2.97,39.85,,26.77,YES,21.02,4.97,5.23,88.7,-1630.0,4.873,7.1
2870,A2-01,Recipe_A,2019-01-26 21:49:13,2019-01-27 00:11:25,142.2,0.48,LINE_2,492.5,37.73,2.1,1.36,320.48,,345.18,,2925.0,203.0,212.8,,122.22,22.01,4.78,61.42,347.5,166.36,188.3,214.97,52.98,A1_STRIPPER_OUT,9.83,17.77,13.08,53.68,110.97,117.65,117.15,85.0,118.06,113.94,,10.06,23.12,-4.76,2.97,35.87,,26.96,YES,22.31,4.04,5.26,89.91,-1460.0,4.913,7.15
